"1","2","3","4","5","6"
"러시아","여자","15~64세",66.10273,69.18823,4.45957
"러시아","여자","20~24세",44.14051,51.73933,14.68674
"러시아","여자","25~29세",76.59394,81.52896,6.05309
"러시아","여자","25~34세",78.5576,83.00825,5.3617
"러시아","여자","25~54세",83.62798,87.13538,4.02523
"러시아","여자","25~64세",72.45134,75.28455,3.76333
"러시아","여자","30~34세",80.24323,84.2781,4.78757
"러시아","여자","35~39세",85.17705,88.33448,3.5744
"러시아","여자","35~44세",86.70178,89.73137,3.37629
"러시아","여자","40~44세",88.33269,91.22555,3.1711
"러시아","여자","45~49세",88.49,91.55046,3.34293
"러시아","여자","45~54세",86.18766,89.11336,3.28312
"러시아","여자","50~54세",83.91945,86.71239,3.22092
"러시아","여자","55~59세",54.84043,56.11429,2.27011
"러시아","여자","55~64세",41.3552,42.31263,2.26275
"러시아","여자","60~64세",26.90608,27.52446,2.24666
"러시아","여자","총계",52.91101,55.35748,4.41939
"러시아","개인 전체","15~19세",5.14089,6.83002,24.73095
"러시아","개인 전체","15~24세",28.08077,33.21215,15.45032
"러시아","개인 전체","15~64세",70.78919,74.22542,4.62945
"러시아","개인 전체","20~24세",49.40178,57.7325,14.42986
"러시아","개인 전체","25~29세",83.55366,88.54968,5.64205
"러시아","개인 전체","25~34세",84.89491,89.3152,4.9491
"러시아","개인 전체","25~54세",86.9784,90.66616,4.06741
"러시아","개인 전체","25~64세",77.85943,81.01503,3.89509
"러시아","개인 전체","30~34세",86.06346,89.98216,4.35497
"러시아","개인 전체","35~39세",88.47049,91.80401,3.63113
"러시아","개인 전체","35~44세",89.02286,92.2835,3.53328
"러시아","개인 전체","40~44세",89.62659,92.80757,3.4275
"러시아","개인 전체","45~49세",89.27279,92.54081,3.53143
"러시아","개인 전체","45~54세",87.24552,90.50122,3.5974
"러시아","개인 전체","50~54세",85.1905,88.4337,3.66738
"러시아","개인 전체","55~59세",64.80252,66.93644,3.18797
"러시아","개인 전체","55~64세",49.56724,51.07178,2.94595
"러시아","개인 전체","60~64세",32.35933,33.15303,2.39403
"러시아","개인 전체","총계",59.41798,62.27997,4.59537
"룩셈부르크","남자","15~19세",11.776,15.88322,25.85884
"룩셈부르크","남자","15~24세",31.06422,37.78058,17.77728
"룩셈부르크","남자","15~64세",72.07419,76.41479,5.68031
"룩셈부르크","남자","20~24세",48.41897,57.48293,15.76809
"룩셈부르크","남자","25~29세",83.2925,90.66352,8.13008
"룩셈부르크","남자","25~34세",87.99518,92.86183,5.24074
"룩셈부르크","남자","25~54세",88.57832,92.8438,4.59425
"룩셈부르크","남자","25~64세",80.20523,84.07478,4.60252
"룩셈부르크","남자","30~34세",92.5894,95.00943,2.54715
"룩셈부르크","남자","35~39세",91.16113,95.35395,4.39711
"룩셈부르크","남자","35~44세",90.29592,94.59651,4.54624
"룩셈부르크","남자","40~44세",89.40078,93.81286,4.70306
"룩셈부르크","남자","45~49세",90.16853,94.12364,4.20204
"룩셈부르크","남자","45~54세",87.45629,91.09566,3.9951
"룩셈부르크","남자","50~54세",84.82101,88.15358,3.78042
"룩셈부르크","남자","55~59세",68.9845,72.09435,4.31357
"룩셈부르크","남자","55~64세",48.85694,51.2442,4.65859
"룩셈부르크","남자","60~64세",23.60892,25.08977,5.9022
"룩셈부르크","남자","65~69세",5.32564,5.56778,4.34885
"룩셈부르크","남자","65세 이상",3.65006,3.73077,2.16327
"룩셈부르크","남자","총계",61.72263,65.41877,5.64997
"룩셈부르크","여자","15~19세",9.27753,13.08825,29.11556
"룩셈부르크","여자","15~24세",26.32817,31.34162,15.99612
"룩셈부르크","여자","15~64세",63.6196,67.35676,5.54831
"룩셈부르크","여자","20~24세",41.07284,47.12635,12.84528
"룩셈부르크","여자","25~29세",84.49517,89.8986,6.01058
"룩셈부르크","여자","25~34세",84.14215,89.26944,5.74361
"룩셈부르크","여자","25~54세",79.94491,84.00217,4.82994
"룩셈부르크","여자","25~64세",71.01766,74.50163,4.67636
"룩셈부르크","여자","30~34세",83.80965,88.67686,5.4887
"룩셈부르크","여자","35~39세",83.01014,87.82592,5.48332
"룩셈부르크","여자","35~44세",83.04509,87.56205,5.15858
"룩셈부르크","여자","40~44세",83.08172,87.28538,4.81599
"룩셈부르크","여자","45~49세",75.31997,78.21759,3.70456
"룩셈부르크","여자","45~54세",72.36664,74.83754,3.30168
"룩셈부르크","여자","50~54세",69.38444,71.42444,2.85616
"룩셈부르크","여자","55~59세",54.37213,56.22611,3.29737
"룩셈부르크","여자","55~64세",37.10573,38.41196,3.40058
"룩셈부르크","여자","60~64세",16.21067,16.85402,3.81723
"룩셈부르크","여자","65~69세",2.37466,2.37466,0
"룩셈부르크","여자","65세 이상",1.10799,1.10799,0
"룩셈부르크","여자","총계",52.73574,55.82222,5.52914
"룩셈부르크","개인 전체","15~19세",10.56331,14.52661,27.28306
"룩셈부르크","개인 전체","15~24세",28.74051,34.62134,16.98616
"룩셈부르크","개인 전체","15~64세",67.92702,71.97162,5.61971
"룩셈부르크","개인 전체","20~24세",44.78049,52.3534,14.46498
"룩셈부르크","개인 전체","25~29세",83.88179,90.28872,7.09604
"룩셈부르크","개인 전체","25~34세",86.08927,91.08485,5.48453
"룩셈부르크","개인 전체","25~54세",84.33709,88.50027,4.70415
"룩셈부르크","개인 전체","25~64세",75.69874,79.37917,4.63651
"룩셈부르크","개인 전체","30~34세",88.20719,91.84868,3.96466
"룩셈부르크","개인 전체","35~39세",87.09963,91.60286,4.91604
"룩셈부르크","개인 전체","35~44세",86.6948,91.10285,4.83854
"룩셈부르크","개인 전체","40~44세",86.27317,90.58209,4.75692
"룩셈부르크","개인 전체","45~49세",82.93433,86.37424,3.98256
"룩셈부르크","개인 전체","45~54세",80.17755,83.25329,3.69443
"룩셈부르크","개인 전체","50~54세",77.44876,80.16403,3.38713
"룩셈부르크","개인 전체","55~59세",61.91779,64.42029,3.88464
"룩셈부르크","개인 전체","55~64세",43.1267,44.98681,4.1348
"룩셈부르크","개인 전체","60~64세",19.96467,21.03298,5.07923
"룩셈부르크","개인 전체","65~69세",3.88672,4.01079,3.09335
"룩셈부르크","개인 전체","65세 이상",2.29661,2.33435,1.61659
"룩셈부르크","개인 전체","총계",57.25312,60.64606,5.59465
"리투아니아","남자","15~19세",7.62996,9.56294,20.21323
"리투아니아","남자","15~24세",33.41383,38.90735,14.11949
"리투아니아","남자","15~64세",73.46905,79.21594,7.25471
"리투아니아","남자","20~24세",55.92662,64.52897,13.33099
"리투아니아","남자","25~29세",84.95691,91.74706,7.40095
"리투아니아","남자","25~34세",87.33404,93.58929,6.68373
"리투아니아","남자","25~54세",85.36898,91.35979,6.55738
"리투아니아","남자","25~64세",81.42216,87.21936,6.64668
"리투아니아","남자","30~34세",89.15885,95.00349,6.15203
"리투아니아","남자","35~39세",89.5716,94.8383,5.55334
"리투아니아","남자","35~44세",87.07235,92.93205,6.30536
"리투아니아","남자","40~44세",84.58028,91.03129,7.08658
"리투아니아","남자","45~49세",83.10641,88.29899,5.88068
"리투아니아","남자","45~54세",81.83353,87.67597,6.66368
"리투아니아","남자","50~54세",80.56231,87.05377,7.45684
"리투아니아","남자","55~59세",75.52505,82.03785,7.93878
"리투아니아","남자","55~64세",69.43877,74.64811,6.97853
"리투아니아","남자","60~64세",62.0488,65.67548,5.52212
"리투아니아","남자","65~69세",27.49971,27.72926,0.82783
"리투아니아","남자","65세 이상",13.48681,13.56252,0.55822
"리투아니아","남자","총계",63.0754,67.8396,7.02273
"리투아니아","여자","15~19세",7.8352,9.23589,15.16581
"리투아니아","여자","15~24세",32.34786,35.64528,9.25066
"리투아니아","여자","15~64세",72.52407,76.90556,5.69723
"리투아니아","여자","20~24세",53.58704,58.5279,8.44188
"리투아니아","여자","25~29세",79.18837,83.11661,4.72618
"리투아니아","여자","25~34세",81.78921,86.09035,4.99607
"리투아니아","여자","25~54세",84.76675,89.1991,4.96905
"리투아니아","여자","25~64세",79.74644,84.3228,5.4272
"리투아니아","여자","30~34세",83.66639,88.23667,5.17957
"리투아니아","여자","35~39세",84.31769,88.18857,4.38933
"리투아니아","여자","35~44세",85.51072,90.10265,5.09634
"리투아니아","여자","40~44세",86.61575,91.87554,5.72491
"리투아니아","여자","45~49세",87.30673,91.89111,4.98893
"리투아니아","여자","45~54세",86.71246,91.12687,4.84424
"리투아니아","여자","50~54세",86.14704,90.39973,4.70431
"리투아니아","여자","55~59세",78.01203,84.78434,7.9877
"리투아니아","여자","55~64세",67.53345,72.46017,6.79921
"리투아니아","여자","60~64세",56.0171,58.91544,4.91949
"리투아니아","여자","65~69세",21.23813,21.40213,0.76629
"리투아니아","여자","65세 이상",7.87476,7.91615,0.52282
"리투아니아","여자","총계",54.12246,57.26859,5.49364
"리투아니아","개인 전체","15~19세",7.72975,9.40393,17.80304
"리투아니아","개인 전체","15~24세",32.89446,37.31799,11.85362
"리투아니아","개인 전체","15~64세",72.98889,78.04199,6.47485
"리투아니아","개인 전체","20~24세",54.78464,61.59976,11.06355
"리투아니아","개인 전체","25~29세",82.25132,87.69916,6.21197
"리투아니아","개인 전체","25~34세",84.68452,90.00603,5.91239
"리투아니아","개인 전체","25~54세",85.06958,90.28559,5.77723
"리투아니아","개인 전체","25~64세",80.56408,85.73613,6.03252
"리투아니아","개인 전체","30~34세",86.49829,91.72563,5.69888
"리투아니아","개인 전체","35~39세",87.03261,91.62477,5.01192
"리투아니아","개인 전체","35~44세",86.30301,91.53814,5.71907
"리투아니아","개인 전체","40~44세",85.60145,91.45484,6.4003
"리투아니아","개인 전체","45~49세",85.26078,90.14141,5.41442
"리투아니아","개인 전체","45~54세",84.36587,89.46711,5.70181
"리투아니아","개인 전체","50~54세",83.49433,88.81042,5.98588
"리투아니아","개인 전체","55~59세",76.87027,83.52344,7.96564
"리투아니아","개인 전체","55~64세",68.38634,73.43957,6.8808
"리투아니아","개인 전체","60~64세",58.63768,61.85246,5.1975
"리투아니아","개인 전체","65~69세",23.74227,23.93249,0.79481
"리투아니아","개인 전체","65세 이상",9.77006,9.82304,0.53933
"리투아니아","개인 전체","총계",58.20345,62.08714,6.25522
"멕시코","남자","15~19세",38.49588,41.26779,6.71689
"멕시코","남자","15~24세",53.41464,57.28996,6.7644
"멕시코","남자","15~64세",78.84289,81.81704,3.63513
"멕시코","남자","20~24세",70.78752,75.94776,6.79446
"멕시코","남자","25~29세",87.99537,92.23375,4.59526
"멕시코","남자","25~34세",89.99691,93.67333,3.92472
"멕시코","남자","25~54세",91.20434,94.02314,2.99799
"멕시코","남자","25~64세",88.37548,91.01181,2.89669
"멕시코","남자","30~34세",92.21885,95.27143,3.20408
"멕시코","남자","35~39세",92.75337,95.47683,2.85248
"멕시코","남자","35~44세",92.58673,95.20092,2.74597
"멕시코","남자","40~44세",92.42286,94.92959,2.64063
"멕시코","남자","45~49세",92.3105,94.4997,2.31662
"멕시코","남자","45~54세",91.12038,93.13803,2.16631
"멕시코","남자","50~54세",89.74353,91.56272,1.98683
"멕시코","남자","55~59세",82.94818,85.1133,2.54381
"멕시코","남자","55~64세",75.37044,77.16785,2.32922
"멕시코","남자","60~64세",66.36733,67.72786,2.00882
"멕시코","남자","65~69세",54.6981,55.45115,1.35804
"멕시코","남자","65세 이상",40.18097,40.59525,1.02051
"멕시코","남자","총계",74.47943,77.16432,3.47945
"멕시코","여자","15~19세",18.42362,20.2073,8.82692
"멕시코","여자","15~24세",29.76102,32.37121,8.06331
"멕시코","여자","15~64세",47.00864,48.802,3.67477
"멕시코","여자","20~24세",42.11587,45.62674,7.69477
"멕시코","여자","25~29세",53.63251,56.58464,5.21719
"멕시코","여자","25~34세",54.52885,57.0904,4.48683
"멕시코","여자","25~54세",55.7477,57.51421,3.07142
"멕시코","여자","25~64세",52.72805,54.25054,2.80641
"멕시코","여자","30~34세",55.47317,57.62323,3.73125
"멕시코","여자","35~39세",57.43307,59.35158,3.23245
"멕시코","여자","35~44세",57.96368,59.57481,2.70439
"멕시코","여자","40~44세",58.48697,59.79496,2.18745
"멕시코","여자","45~49세",56.71995,57.70944,1.71461
"멕시코","여자","45~54세",54.6881,55.70932,1.83311
"멕시코","여자","50~54세",52.44695,53.50315,1.9741
"멕시코","여자","55~59세",43.93323,44.47912,1.22729
"멕시코","여자","55~64세",39.35222,39.79383,1.10977
"멕시코","여자","60~64세",33.74296,34.0569,0.92182
"멕시코","여자","65~69세",23.86207,24.10894,1.02396
"멕시코","여자","65세 이상",15.58539,15.68089,0.60902
"멕시코","여자","총계",43.133,44.71833,3.54514
"멕시코","개인 전체","15~19세",28.61653,30.90205,7.396
"멕시코","개인 전체","15~24세",41.5881,44.83087,7.23334
"멕시코","개인 전체","15~64세",62.20491,64.56193,3.65079
"멕시코","개인 전체","20~24세",56.20011,60.52119,7.13979
"멕시코","개인 전체","25~29세",70.25366,73.82794,4.84137
"멕시코","개인 전체","25~34세",71.46201,74.55582,4.14966
"멕시코","개인 전체","25~54세",72.45,74.71221,3.02789
"멕시코","개인 전체","25~64세",69.46036,71.50567,2.86034
"멕시코","개인 전체","30~34세",72.76723,75.34205,3.41751
"멕시코","개인 전체","35~39세",73.91086,76.2049,3.01036
"멕시코","개인 전체","35~44세",74.12863,76.20808,2.72864
"멕시코","개인 전체","40~44세",74.34311,76.2112,2.4512
"멕시코","개인 전체","45~49세",73.58318,75.14111,2.07333
"멕시코","개인 전체","45~54세",71.74684,73.23462,2.03152
"멕시코","개인 전체","50~54세",69.67563,71.08428,1.98167
"멕시코","개인 전체","55~59세",61.81851,63.10668,2.04127
"멕시코","개인 전체","55~64세",55.98598,57.05372,1.87147
"멕시코","개인 전체","60~64세",48.94309,49.74465,1.61135
"멕시코","개인 전체","65~69세",38.16405,38.64569,1.24629
"멕시코","개인 전체","65세 이상",26.71784,26.95763,0.88949
"멕시코","개인 전체","총계",58.00515,60.11216,3.50514
"미국","남자","15~19세",30.11249,34.94375,13.82582
"미국","남자","15~24세",51.278,56.60079,9.4041
"미국","남자","15~64세",76.52587,79.53333,3.78138
"미국","남자","20~24세",68.25261,73.96961,7.72885
"미국","남자","25~29세",84.00418,87.80275,4.32626
"미국","남자","25~34세",85.79916,89.1048,3.70983
"미국","남자","25~54세",86.42302,89.1275,3.0344
"미국","남자","25~64세",82.32312,84.79894,2.91965
"미국","남자","30~34세",87.68794,90.47488,3.08035
"미국","남자","35~39세",88.72945,91.1147,2.61786
"미국","남자","35~44세",88.47299,90.82605,2.59073
"미국","남자","40~44세",88.1925,90.51034,2.56086
"미국","남자","45~49세",86.4486,88.90695,2.76508
"미국","남자","45~54세",85.04096,87.42288,2.72459
"미국","남자","50~54세",83.64552,85.95166,2.68307
"미국","남자","55~59세",77.02355,78.96844,2.46288
"미국","남자","55~64세",69.76149,71.53676,2.48161
"미국","남자","60~64세",62.02519,63.61974,2.50639
"미국","남자","65~69세",38.25305,39.41111,2.93842
"미국","남자","65세 이상",24.01112,24.72724,2.89608
"미국","남자","총계",66.58078,69.15431,3.72143
"미국","여자","15~19세",31.6115,35.72208,11.50713
"미국","여자","15~24세",51.09738,55.14596,7.34158
"미국","여자","15~64세",66.34242,68.85164,3.64439
"미국","여자","20~24세",66.3658,70.3658,5.68458
"미국","여자","25~29세",74.79703,77.80009,3.85996
"미국","여자","25~34세",73.81058,76.66963,3.72905
"미국","여자","25~54세",73.66981,76.04102,3.11832
"미국","여자","25~64세",69.67467,71.84742,3.02412
"미국","여자","30~34세",72.78659,75.49615,3.589
"미국","여자","35~39세",73.12812,75.31891,2.90869
"미국","여자","35~44세",73.52998,75.7158,2.88687
"미국","여자","40~44세",73.96479,76.14523,2.86352
"미국","여자","45~49세",75.29389,77.28553,2.577
"미국","여자","45~54세",73.65747,75.68457,2.67834
"미국","여자","50~54세",72.03431,74.09656,2.7832
"미국","여자","55~59세",65.28065,67.11271,2.72983
"미국","여자","55~64세",58.00694,59.60011,2.6731
"미국","여자","60~64세",50.48742,51.83363,2.59717
"미국","여자","65~69세",28.99357,29.81136,2.74323
"미국","여자","65세 이상",15.93294,16.43695,3.06633
"미국","여자","총계",55.3557,57.42789,3.60833
"미국","개인 전체","15~19세",30.8531,35.3283,12.66746
"미국","개인 전체","15~24세",51.18817,55.87729,8.39181
"미국","개인 전체","15~64세",71.35911,74.11377,3.71681
"미국","개인 전체","20~24세",67.30943,72.16813,6.73248
"미국","개인 전체","25~29세",79.40522,82.80644,4.10742
"미국","개인 전체","25~34세",79.79098,82.87281,3.71874
"미국","개인 전체","25~54세",79.96199,82.49762,3.07359
"미국","개인 전체","25~64세",75.87719,78.19856,2.96856
"미국","개인 전체","30~34세",80.19414,82.94217,3.31319
"미국","개인 전체","35~39세",80.82095,83.10763,2.75147
"미국","개인 전체","35~44세",80.87891,83.14697,2.72778
"미국","개인 전체","40~44세",80.94194,83.18977,2.70204
"미국","개인 전체","45~49세",80.74688,82.96668,2.67553
"미국","개인 전체","45~54세",79.22312,81.4237,2.70262
"미국","개인 전체","50~54세",77.71212,79.89363,2.73052
"미국","개인 전체","55~59세",70.97669,72.86349,2.58949
"미국","개인 전체","55~64세",63.66563,65.34646,2.57218
"미국","개인 전체","60~64세",55.99748,57.46229,2.54917
"미국","개인 전체","65~69세",33.34105,34.3186,2.84847
"미국","개인 전체","65세 이상",19.5577,20.15688,2.97262
"미국","개인 전체","총계",60.78488,63.09955,3.66828
"벨기에","남자","15~19세",10.24065,12.27104,16.54616
"벨기에","남자","15~24세",27.27893,32.4598,15.96088
"벨기에","남자","15~64세",68.8564,73.0969,5.80121
"벨기에","남자","20~24세",43.57695,51.77142,15.82818
"벨기에","남자","25~29세",81.42213,87.94982,7.42206
"벨기에","남자","25~34세",84.07144,89.98514,6.57187
"벨기에","남자","25~54세",84.74377,89.26866,5.06885
"벨기에","남자","25~64세",77.9387,81.97379,4.92241
"벨기에","남자","30~34세",86.74207,92.03685,5.75289
"벨기에","남자","35~39세",85.4501,90.04767,5.1057
"벨기에","남자","35~44세",85.54569,89.88732,4.83008
"벨기에","남자","40~44세",85.64282,89.72441,4.54903
"벨기에","남자","45~49세",86.0673,89.50173,3.83728
"벨기에","남자","45~54세",84.61836,88.02099,3.86571
"벨기에","남자","50~54세",83.21228,86.58405,3.89422
"벨기에","남자","55~59세",74.35765,77.51789,4.07679
"벨기에","남자","55~64세",57.29201,59.84102,4.25964
"벨기에","남자","60~64세",38.01887,39.87758,4.66104
"벨기에","남자","65~69세",7.512,7.6695,2.0535
"벨기에","남자","65세 이상",4.37707,4.42703,1.12848
"벨기에","남자","총계",55.73641,59.12424,5.73002
"벨기에","여자","15~19세",9.58822,11.56808,17.11489
"벨기에","여자","15~24세",25.83522,29.45033,12.27528
"벨기에","여자","15~64세",61.69417,64.91719,4.96481
"벨기에","여자","20~24세",41.05493,46.2019,11.14015
"벨기에","여자","25~29세",73.89272,78.94726,6.40242
"벨기에","여자","25~34세",75.4074,80.32572,6.12297
"벨기에","여자","25~54세",76.77803,80.33258,4.42479
"벨기에","여자","25~64세",69.26048,72.40077,4.33736
"벨기에","여자","30~34세",76.92151,81.70367,5.85305
"벨기에","여자","35~39세",76.94634,80.98616,4.98828
"벨기에","여자","35~44세",78.70076,82.08942,4.12802
"벨기에","여자","40~44세",80.50503,83.22404,3.26709
"벨기에","여자","45~49세",78.7612,81.33533,3.16484
"벨기에","여자","45~54세",76.25384,78.66423,3.06416
"벨기에","여자","50~54세",73.81783,76.06915,2.95956
"벨기에","여자","55~59세",64.62309,67.04656,3.61461
"벨기에","여자","55~64세",46.96652,48.87826,3.91123
"벨기에","여자","60~64세",27.66154,29.01377,4.66065
"벨기에","여자","65~69세",3.99793,4.08677,2.17373
"벨기에","여자","65세 이상",1.77713,1.80809,1.71223
"벨기에","여자","총계",47.37052,49.83045,4.9366
"벨기에","개인 전체","15~19세",9.92216,11.92789,16.81541
"벨기에","개인 전체","15~24세",26.57031,30.98266,14.24134
"벨기에","개인 전체","15~64세",65.28987,69.0237,5.40949
"벨기에","개인 전체","20~24세",42.33266,49.02357,13.64836
"벨기에","개인 전체","25~29세",77.65903,83.45046,6.93996
"벨기에","개인 전체","25~34세",79.7322,85.14738,6.35978
"벨기에","개인 전체","25~54세",80.77628,84.81787,4.76503
"벨기에","개인 전체","25~64세",73.60397,77.19211,4.64832
"벨기에","개인 전체","30~34세",81.81329,86.85079,5.80018
"벨기에","개인 전체","35~39세",81.19511,85.5136,5.05006
"벨기에","개인 전체","35~44세",82.13095,85.99718,4.49576
"벨기에","개인 전체","40~44세",83.08758,86.49149,3.93555
"벨기에","개인 전체","45~49세",82.45187,85.46059,3.52059
"벨기에","개인 전체","45~54세",80.48039,83.39216,3.49166
"벨기에","개인 전체","50~54세",78.56613,81.38376,3.46216
"벨기에","개인 전체","55~59세",69.49098,72.28289,3.86247
"벨기에","개인 전체","55~64세",52.09032,54.31829,4.1017
"벨기에","개인 전체","60~64세",32.757,34.35841,4.66087
"벨기에","개인 전체","65~69세",5.70011,5.8222,2.09702
"벨기에","개인 전체","65세 이상",2.94836,2.98788,1.32259
"벨기에","개인 전체","총계",51.47493,54.3901,5.35974
"스웨덴","남자","15~19세",21.82861,32.69231,33.23014
"스웨덴","남자","15~24세",42.66116,53.61983,20.43773
"스웨덴","남자","15~64세",78.76503,84.55222,6.84452
"스웨덴","남자","20~24세",62.67012,73.72002,14.98901
"스웨덴","남자","25~29세",80.86225,86.90852,6.95705
"스웨덴","남자","25~34세",85.19018,90.2212,5.57632
"스웨덴","남자","25~54세",88.93005,93.64476,5.03468
"스웨덴","남자","25~64세",86.9422,91.5581,5.0415
"스웨덴","남자","30~34세",89.75069,93.71191,4.22702
"스웨덴","남자","35~39세",90.46182,95.4422,5.21822
"스웨덴","남자","35~44세",91.26778,95.96269,4.89243
"스웨덴","남자","40~44세",92.09547,96.49721,4.56152
"스웨덴","남자","45~49세",91.72865,96.28086,4.72806
"스웨덴","남자","45~54세",90.75076,95.14122,4.61467
"스웨덴","남자","50~54세",89.80414,94.03801,4.5023
"스웨덴","남자","55~59세",86.09401,90.69692,5.07505
"스웨덴","남자","55~64세",79.96963,84.23895,5.06811
"스웨덴","남자","60~64세",73.31925,77.22633,5.05925
"스웨덴","남자","65~69세",28.80475,29.4729,2.267
"스웨덴","남자","65세 이상",20.72701,21.20433,2.25108
"스웨덴","남자","총계",70.49125,75.52147,6.66066
"스웨덴","여자","15~19세",29.71068,42.50742,30.10471
"스웨덴","여자","15~24세",45.01274,55.91554,19.4987
"스웨덴","여자","15~64세",75.40396,81.10901,7.03381
"스웨덴","여자","20~24세",59.75697,68.83488,13.18795
"스웨덴","여자","25~29세",75.5204,81.95948,7.85642
"스웨덴","여자","25~34세",78.57143,84.46215,6.97439
"스웨덴","여자","25~54세",83.68998,88.66787,5.61409
"스웨덴","여자","25~64세",81.88594,86.4824,5.3149
"스웨덴","여자","30~34세",81.78102,87.09489,6.10124
"스웨덴","여자","35~39세",84.19713,88.55326,4.91921
"스웨덴","여자","35~44세",85.77145,90.47695,5.20078
"스웨덴","여자","40~44세",87.36707,92.42669,5.4742
"스웨덴","여자","45~49세",86.99908,92.13827,5.57769
"스웨덴","여자","45~54세",87.1532,91.42039,4.66766
"스웨덴","여자","50~54세",87.30301,90.72257,3.76926
"스웨덴","여자","55~59세",83.80259,87.18119,3.87538
"스웨덴","여자","55~64세",75.74773,79.04632,4.17297
"스웨덴","여자","60~64세",67.16101,70.37429,4.56598
"스웨덴","여자","65~69세",20.1235,20.63204,2.46479
"스웨덴","여자","65세 이상",14.47835,14.8687,2.6253
"스웨덴","여자","총계",66.09559,70.98864,6.89273
"스웨덴","개인 전체","15~19세",25.58304,37.36749,31.53664
"스웨덴","개인 전체","15~24세",43.78032,54.7124,19.981
"스웨덴","개인 전체","15~64세",77.12411,82.8712,6.93497
"스웨덴","개인 전체","20~24세",61.28484,71.39701,14.16329
"스웨덴","개인 전체","25~29세",78.26381,84.50115,7.38137
"스웨덴","개인 전체","25~34세",81.96926,87.41864,6.23366
"스웨덴","개인 전체","25~54세",86.36654,91.21001,5.31024
"스웨덴","개인 전체","25~64세",84.45999,89.06634,5.17182
"스웨덴","개인 전체","30~34세",85.87065,90.49041,5.10525
"스웨덴","개인 전체","35~39세",87.41096,92.08734,5.07819
"스웨덴","개인 전체","35~44세",88.58216,93.28224,5.03856
"스웨덴","개인 전체","40~44세",89.77722,94.5015,4.99916
"스웨덴","개인 전체","45~49세",89.39668,94.23831,5.13764
"스웨덴","개인 전체","45~54세",88.97883,93.30858,4.64024
"스웨덴","개인 전체","50~54세",88.57352,92.40673,4.1482
"스웨덴","개인 전체","55~59세",84.96068,88.95806,4.49355
"스웨덴","개인 전체","55~64세",77.87212,81.65917,4.63762
"스웨덴","개인 전체","60~64세",70.24502,73.80574,4.82446
"스웨덴","개인 전체","65~69세",24.41711,25.00459,2.34949
"스웨덴","개인 전체","65세 이상",17.5494,17.9825,2.40843
"스웨덴","개인 전체","총계",68.33205,73.2949,6.77107
"스위스","남자","15~19세",51.97362,57.6747,9.88488
"스위스","남자","15~24세",60.7798,66.64128,8.79557
"스위스","남자","15~64세",84.5394,88.29729,4.25596
"스위스","남자","20~24세",68.99808,75.00925,8.01391
"스위스","남자","25~29세",88.57072,92.82001,4.57799
"스위스","남자","25~34세",91.01637,94.85213,4.04394
"스위스","남자","25~54세",92.04806,95.39522,3.50873
"스위스","남자","25~64세",89.06085,92.41843,3.63303
"스위스","남자","30~34세",93.39808,96.83113,3.5454
"스위스","남자","35~39세",93.47004,96.24596,2.8842
"스위스","남자","35~44세",93.40955,96.21179,2.91258
"스위스","남자","40~44세",93.34894,96.17755,2.94104
"스위스","남자","45~49세",93.07881,96.43329,3.47855
"스위스","남자","45~54세",91.78358,95.16589,3.55413
"스위스","남자","50~54세",90.58498,93.99305,3.62588
"스위스","남자","55~59세",86.82187,90.44716,4.00819
"스위스","남자","55~64세",79.38526,82.77663,4.09701
"스위스","남자","60~64세",70.31482,73.42086,4.23046
"스위스","남자","65~69세",26.57231,26.84405,1.01227
"스위스","남자","65세 이상",14.81216,14.9253,0.75807
"스위스","남자","총계",70.61784,73.64804,4.11443
"스위스","여자","15~19세",47.1036,51.35152,8.27222
"스위스","여자","15~24세",61.55569,66.30744,7.16623
"스위스","여자","15~64세",76.34651,80.21411,4.82159
"스위스","여자","20~24세",73.64001,78.81305,6.56368
"스위스","여자","25~29세",85.36348,90.2489,5.41328
"스위스","여자","25~34세",84.90469,89.57694,5.21591
"스위스","여자","25~54세",82.96454,87.04434,4.68704
"스위스","여자","25~64세",79.06774,82.77267,4.47603
"스위스","여자","30~34세",84.49581,88.97808,5.0375
"스위스","여자","35~39세",80.90351,84.53332,4.29394
"스위스","여자","35~44세",81.85352,85.77717,4.57423
"스위스","여자","40~44세",82.88328,87.12544,4.86902
"스위스","여자","45~49세",81.80862,86.10695,4.99185
"스위스","여자","45~54세",82.30879,86.01374,4.30739
"스위스","여자","50~54세",82.76508,85.92871,3.68169
"스위스","여자","55~59세",78.09895,81.01955,3.60481
"스위스","여자","55~64세",66.589,69.09345,3.62474
"스위스","여자","60~64세",52.70321,54.70563,3.66036
"스위스","여자","65~69세",18.91125,19.33437,2.18844
"스위스","여자","65세 이상",8.28595,8.40073,1.36628
"스위스","여자","총계",60.01503,62.98212,4.711
"스위스","개인 전체","15~19세",49.66877,54.6821,9.16814
"스위스","개인 전체","15~24세",61.1583,66.47842,8.00277
"스위스","개인 전체","15~64세",80.48441,84.2966,4.52235
"스위스","개인 전체","20~24세",71.32233,76.91384,7.26984
"스위스","개인 전체","25~29세",87.06246,91.6109,4.96496
"스위스","개인 전체","25~34세",88.07225,92.31097,4.59178
"스위스","개인 전체","25~54세",87.54631,91.25656,4.06574
"스위스","개인 전체","25~64세",84.10156,87.63152,4.02819
